43697	353	1	749	3578.27
43699	355	1	773	3399.99
43701	357	1	773	3399.99
43703	359	1	749	3578.27
43704	360	1	778	3374.99
43705	361	1	771	3399.99
43708	364	1	764	699.0982
43709	365	1	752	3578.27
43710	366	1	753	3578.27
43711	367	1	753	3578.27
43714	370	1	750	3578.27
43715	371	1	753	3578.27
43716	372	1	750	3578.27
43717	373	1	767	699.0982
43718	374	1	750	3578.27
43721	377	1	749	3578.27
43722	378	1	751	3578.27
43723	379	1	765	699.0982
43724	380	1	750	3578.27
43727	383	1	750	3578.27
43729	385	1	773	3399.99
43731	387	1	753	3578.27
43732	388	1	777	3374.99
43733	389	1	751	3578.27
43734	390	1	751	3578.27
43735	391	1	749	3578.27
43736	392	1	773	3399.99
43739	395	1	749	3578.27
43740	396	1	751	3578.27
43741	397	1	749	3578.27
43743	399	1	774	3399.99
43744	400	1	752	3578.27
43745	401	1	750	3578.27
43746	402	1	751	3578.27
43748	404	1	752	3578.27
43749	405	1	753	3578.27
43753	409	1	749	3578.27
43754	410	1	751	3578.27
43756	412	1	765	699.0982
43760	416	1	753	3578.27
43761	417	1	749	3578.27
43763	419	1	752	3578.27
43764	420	1	749	3578.27
43765	421	1	773	3399.99
43766	422	1	752	3578.27
43767	423	1	777	3374.99
43768	424	1	751	3578.27
43769	425	1	751	3578.27
43770	426	1	751	3578.27
43772	428	1	751	3578.27
43773	429	1	753	3578.27
43774	430	1	752	3578.27
43775	431	1	774	3399.99
43777	433	1	750	3578.27
43779	435	1	762	699.0982
43781	437	1	751	3578.27
43782	438	1	751	3578.27
43783	439	1	751	3578.27
43788	444	1	778	3374.99
43789	445	1	778	3374.99
43791	447	1	753	3578.27
43792	448	1	751	3578.27
43793	449	1	771	3399.99
43794	450	1	774	3399.99
43797	453	1	751	3578.27
43798	454	1	749	3578.27
43799	455	1	751	3578.27
43800	456	1	750	3578.27
43801	457	1	750	3578.27
43803	459	1	753	3578.27
43804	460	1	749	3578.27
43805	461	1	763	699.0982
43806	462	1	751	3578.27
43809	465	1	749	3578.27
43810	466	1	772	3399.99
43811	467	1	773	3399.99
43814	470	1	777	3374.99
43815	471	1	750	3578.27
43816	472	1	753	3578.27
43817	473	1	749	3578.27
43818	474	1	751	3578.27
43819	475	1	773	3399.99
43823	479	1	770	699.0982
43824	480	1	768	699.0982
43825	481	1	752	3578.27
43826	482	1	775	3374.99
43827	483	1	768	699.0982
43828	484	1	749	3578.27
43830	486	1	750	3578.27
43831	487	1	776	3374.99
43832	488	1	749	3578.27
43833	489	1	749	3578.27
43835	491	1	775	3374.99
43836	492	1	761	699.0982
43837	493	1	777	3374.99
43839	495	1	750	3578.27
43842	498	1	751	3578.27
43918	1284	1	752	3578.27
43925	1291	1	753	3578.27
43926	1292	1	778	3374.99
43927	1293	1	753	3578.27
43933	1299	1	774	3399.99
43934	1300	1	773	3399.99
43935	1301	1	766	699.0982
43937	1303	1	751	3578.27
43938	1304	1	749	3578.27
43939	1305	1	751	3578.27
43940	1306	1	767	699.0982
43941	1307	1	753	3578.27
43942	1308	1	749	3578.27
43944	1310	1	771	3399.99
43945	1311	1	749	3578.27
43946	1312	1	752	3578.27
43947	1313	1	749	3578.27
43948	1314	1	772	3399.99
43951	1317	1	750	3578.27
43952	1318	1	751	3578.27
43953	1319	1	770	699.0982
43954	1320	1	750	3578.27
43955	1321	1	753	3578.27
43956	1322	1	771	3399.99
43958	1324	1	751	3578.27
43959	1325	1	775	3374.99
43960	1326	1	776	3374.99
43963	1329	1	753	3578.27
43965	1331	1	778	3374.99
43966	1332	1	774	3399.99
43967	1333	1	752	3578.27
43970	1336	1	750	3578.27
43971	1337	1	753	3578.27
43972	1338	1	753	3578.27
43974	1340	1	751	3578.27
43977	1343	1	751	3578.27
43978	1344	1	749	3578.27
43979	1345	1	760	699.0982
43980	1346	1	778	3374.99
43981	1347	1	753	3578.27
43983	1349	1	753	3578.27
43988	1354	1	771	3399.99
43990	1356	1	771	3399.99
43991	1357	1	749	3578.27
43992	1358	1	750	3578.27
43993	1359	1	753	3578.27
43995	1361	1	751	3578.27
43998	1364	1	775	3374.99
43999	1365	1	750	3578.27
44005	1371	1	766	699.0982
44007	1373	1	759	699.0982
44008	1374	1	751	3578.27
44009	1375	1	753	3578.27
44010	1376	1	749	3578.27
44012	1378	1	776	3374.99
44013	1379	1	751	3578.27
44015	1381	1	750	3578.27
44016	1382	1	777	3374.99
44017	1383	1	749	3578.27
44018	1384	1	777	3374.99
44019	1385	1	749	3578.27
44020	1386	1	750	3578.27
44021	1387	1	775	3374.99
44022	1388	1	752	3578.27
44023	1389	1	776	3374.99
44024	1390	1	753	3578.27
44025	1391	1	753	3578.27
44026	1392	1	749	3578.27
44027	1393	1	749	3578.27
44028	1394	1	751	3578.27
44029	1395	1	777	3374.99
44031	1397	1	752	3578.27
44032	1398	1	771	3399.99
44033	1399	1	753	3578.27
44034	1400	1	752	3578.27
44035	1401	1	751	3578.27
44036	1402	1	749	3578.27
44040	1406	1	778	3374.99
44042	1408	1	752	3578.27
44043	1409	1	750	3578.27
44044	1410	1	753	3578.27
44046	1412	1	752	3578.27
44048	1414	1	753	3578.27
44050	1416	1	749	3578.27
44051	1417	1	749	3578.27
44052	1418	1	753	3578.27
44057	1423	1	768	699.0982
44058	1424	1	777	3374.99
44059	1425	1	752	3578.27
44061	1427	1	749	3578.27
44062	1428	1	749	3578.27
44063	1429	1	771	3399.99
44064	1430	1	749	3578.27
44067	1433	1	749	3578.27
